review,rating,Source
"Ignore all of the salty toxic masculinity comments, this movie was perfect.Such a clever and witty script. Margot Robbie & Ryan Gosling played their roles flawlessly.It was so much fun and the references and narration were brilliant. Truly funny comedy & sharp social commentary.It touched on so many important themes surrounding gender, our patriarchal society and capitalism.It is definitely a feminist movie for women who grew up playing with the dolls.One of the best things I've seen in a long while.The set design and costumes were totally brilliant.Go see it! I'm already planning to go again with my sister!56 out of 183 found this helpful. Was this review helpful? Sign in to vote.Permalink",1,Barbie
"As a skeptical viewer, I went into this expecting cheesy bad. I am happy to say that this movie is fun! Is it for everyone? Absolutely not. It's a great mixture of adult humor and fun and kids humor and fun without ever feeling like it dives into one or the other too much. There's surprisingly a beautiful emotional sequence TWICE and it delivers a great message while poking fun at Barbie and Mattel. Margot Robbie and Ryan Gossling prove to be the amazing actors they are known for and this is packed with a great supporting cast. Yes the plot is thin, yes it's a little bare bones and yes there's some minor pacing things here and there. But for what it is I liked this movie a lot. I will be watching again on streaming!0 out of 1 found this helpful. Was this review helpful? Sign in to vote.Permalink",7,Barbie
"I have never felt move validated as a woman as when I watched this film. It is so beautiful and meaningful while also being witty and funny, this is what a movie is supposed to be. You are supposed to be on the verge of tears and the next minute laughing, it's an experience. Although men will watch this and enjoy it, they won't understand it or how validating it is as a woman to watch. This movie was something I hope every little girl will watch and every woman will watch so she can feel validated. This movie is so meaningful and I hope people will see behind the glitz and glamour and see the sentiment behind it. I'm so happy this movie has been created and I've never watched a film that so beautifully shows how complex it is to be a woman and how the patriarchy damages everyone in it but mostly women. It was deeper that barbie and pink and silly. It's also interesting how the dialogue is from a child's perspective of playing with a doll. It took me back to being little and playing with my dolls and thinking anything was possible and not feeling guilty about liking girly stuff, or wearing pink. So well done and definitely a conversation starter. I hope when mothers accidentally take their daughters to see this expecting something else they come out feeling good about being a woman.16 out of 41 found this helpful. Was this review helpful? Sign in to vote.Permalink",1,Barbie
"I regret that I allowed myself to be swept up by the Barbie hype.I'm sure it will resonate with the ladies.Gents, you can wait 'til it streams.It's just not nearly as clever as I'd hoping it'd be. Yes, I was fully expecting a message, but not one that would be hammered onto our heads.Zero subtlety and a deficiency of real wit.There was a moment in the film that held promise, re: Ken and the subject of masculinity, but it was squandered.This film is very fortunate for the Barbenheimer phenomenon, because I'm not sure word of mouth could have served it as well.I love me a chick flick - just not this one.1 out of 3 found this helpful. Was this review helpful? Sign in to vote.Permalink",6,Barbie
"Me and my friend have been dying to see this film for months, we thought it would be a funny silly movie but its was so much more.There were so many emotional scenes that left me on the verge of tears the ending scene was honestly so incredibly emotional but it was amazing.Margot robbie was an amazing casting choice she played the role of barbie so fantastically, the casting choice for ken could have been better but honestly ryan gosling did amazing at his role aswell.Honestly this movie healed my inner child it was so amazing and i definitely recommend you go and see it because the movie actually is very funny but you probably will end up tearing up at some point.19 out of 52 found this helpful. Was this review helpful? Sign in to vote.Permalink",1,Barbie
"Firstly, the marketing for Barbie was great. The cinema was full of people wearing Pink when I watched Barbie on Friday and Oppenheimer on Saturday.Greta Gerwig largely succeeded in creating a fun film that gets her message across although it sometimes became a bit heavy handed at the expense of the narrative and tempo of the Movie.Barbie takes on the noble cause of trying to undo the message portrayed by its early history, reposition the expectations of females (and Barbie dolls) and shine a light on the patriarchy which exists in our society. It's a movie based on a kids toy but aimed at an older demographic who can internalise these messages.The opening act was fantastic. We were introduced to a fantasy Barbie Land which is everything we could have hoped for. The set design in immense and filled with predominantly modern day Barbies living their dream life in Doll houses. Margot Robbie, who plays ''stereotypical Barbie' was made for the roll and Ryan Gosling is great as Ken. The supporting cast are also a lot of fun.In the second act we are given a cause to enter the Real World where we are introduced to Will Ferrall and the Mattel Corporation. They were the least interesting part of the movie. One of the main issue is that they weren't realistic and blurred the lines between the tone of Barbie Land and the real world. Whilst some of their jokes were funny a number of them missed, something that was true of the movie as a whole. We are also introduced to other real world characters who have a bigger role to play.In the third act, things pick up again as we are able to explore Barbie Land. We get an stand-off between competing ideologies which is largely entertaining and funny. In this act there are a number key moments which reinforce the message of the film followed by several resolutions which may or may not please the general audience. There are parts of this act which could have been done better especially when it comes to the overall workings of Barbie Land.Barbie teased being a simple movie about a doll and instead went for the bigger goal of being a strong feminist movie and calling out the patriarchy. Overall there is a lot of fun to be had with the Barbie movie. It aims to deliver a positive message to its core audience however this sometimes comes at the expense of the narrative and tempo of movie as a whole.I never imagined that there would be so many thoughts and discussion to have post a Barbie movie. If you are caught up in The Barbie hype it's worth seeing in the cinema otherwise watch it when it is released to the masses.0 out of 2 found this helpful. Was this review helpful? Sign in to vote.Permalink",6,Barbie
"Barbie will be a pioneer and a classic in the film world. She shatters all expectations and supersedes all standards. She is incredibly insightful, touching, truthful, whimsical. Barbie is made by women for women. To any man who ""doesn't get it"", you wont, but I invite you to watch it anyways as a show of support to women and our lived experiences and our dreams and hopes.To the men who feel attacked by this film, please feel attacked. This is an attack on men and rightfully so. Barbie doesn't stretch the truth or make a mockery, she puts life on the screen exactly how it is. Barbie is a mirror.And once again to the men who feel like ""this isn't for me"". If you are a heterosexual male attracted to women, the logical conclusion is to celebrate and enjoy femininity, to express curiosity, care and interest for women. A film that centres around women should immediately take your interest!To all the women reading this review, if you haven't seen the film yet, please indulge yourselves and do so. I hope you find joy, peace and love in all moments of your life x.10 out of 23 found this helpful. Was this review helpful? Sign in to vote.Permalink",1,Barbie
"To say that I was disappointed is an understatement. The movie starts fine which is more or less what was advertised in the trailers where the setting was Barbie. That was kind of fun. The problem is that the second part is just a mess in pace, it tries tooooo hard to be funny. The main message of the movie would have been great if it had been delivered properly. It was nowhere close to be succint. All Pixar movies do a better job at making their point. And for me, the worst of all, is that it tried to be controversial so hard that it became stale and dull after some minutes since everything centered around the same topic.Movies should try to unite not divide. At least create some discussion rather than being a one-way discussion where the writer basically tells everything.Parents: Not recommended to bring kids, it is not for them. It can be dull and the jokes are not aimed at that audience.Despite all of these problems, it deserves points for the first 30 mins of the movie, and the aesthetic.41 out of 58 found this helpful. Was this review helpful? Sign in to vote.Permalink",3,Barbie
"I came in with no expectations and no idea of the what movie was about... and I was blown away. Under the guise of Barbie's beautiful dreamworld, the movie touches on some very real themes. With that being said, I cried multiple times throughout. The balance between social commentary and comedy was excellent, however. While it occasionally came across heavy handed, that was very much the point and very intentional. Margot Robbie and Ryan Gosling both do such an amazing job of portraying Barbie and Ken. I will be rewatching to soak everything in for the second time. I highly recommend for everyone to watch!19 out of 90 found this helpful. Was this review helpful? Sign in to vote.Permalink",1,Barbie
"Greta Gerwig's Barbie is perhaps one of the most ambitious film in recent history. The fact that a filmmaker decides to make a film on such an idea which is equally popular and problematic is brave.It is both a celebration as well as a quip on the Barbie world. Barbie deals with the modern day gender issues and how Barbie (the company) stands as a symbol of all those issues. At the same time it cleverly portrays the emotions involved of all those who love and admire this pop symbol.Margot Robbie is excellent as Barbie. Her performance range is phenomenal. Gerwig uses her aptly. Gosling is cute and is being judiciously used for his charm and handsome vulnerability that he brings. All the supporting casts (most of them are from just one show hence the title of this review) have done their job well. Can't say I am particularly impressed by any one though as there isn't much for them to do. Although Will Ferrel and America Ferrera are an exception as they shines in their limited appearance and steal the show.The music, production design and direction along with Baumbach's writing is outrageously entertaining and often funny as well. The bizarre world of Barbie will be loved not just by the ones who carry a nostalgic baggage of playing with one in their childhood but also to those who have never ever heard about it. Such is the charm of this movie.1 out of 9 found this helpful. Was this review helpful? Sign in to vote.Permalink",8,Barbie
"I watched this movie on an IMAX theater in my hometown (Qatif); it's considered a 70MM cinema in our standards.. As everything was vividly pink, that particular experience made my eyes very sore!! Despite that, I can safely say that the Barbie film is somehow a funny ridiculous film and I would confidently recommend to watch it over watching Nolan masterpiece of garbage (oppenheimer).Is it boring? Mayyyybe but I don't think so.. does it need a 70MM IMAX? The answer is No No and No.. However, I strongly recommend to go and watch it in 70MM IMAX for the following reasons: the acting is acceptable; the plot is extremely silly; nudity and sex are alomst Zerrrro; you will witness different kinds of Barbie e.g. Skinny, overweight Barbie and more.. Simply put, it wins the Oscar for the most ridiculous movie of the year. So, stop the hate and go give it a genius try.5 out of 15 found this helpful. Was this review helpful? Sign in to vote.Permalink",6,Barbie
I was all in for this movie before I saw it. As time went by I got concerned my expectations were impossibly high and I'd inevitably be disappointed. Saw it opening night in a packed cinema all dressed in pink (yes the men too). I laughed far more than I expected and had a damn good cry. My ridiculous expectations were exceeded.Barbie is funnier and more touching than I was expecting. It's just the right kind of meta and deals with gender roles and our complicated feelings about Barbie and what she represents in a balanced and realistic way. I'm not sure how I left a film after staring at Margo Robbie and the rest and felt better about myself than before I went in. See it in the cinema if you can. Going from a loudly giggling crowd to suddenly being able to hear a pin drop when the film hit some hard truths was wonderful. Fill two hours of your time with joy and Kenergy! We are all Kenough.12 out of 29 found this helpful. Was this review helpful? Sign in to vote.Permalink,1,Barbie
"Just want to get this out of the way: Greta Gerwig approached Mattel and wrote the film. Not the other way around.This movie is super fun. Where this movie shines is the acting, production design, and soundtrack. The script is dense with jokes however it feels like it's trying to be too much all at once. The big monolgue was solid though and the subplot with the mother and daughter was emotional and authentic.Regardless, some people will be offened by or feel left out because, for example, the trans representation (or lack thereof). It is very binary but the film can't be everything to everyone and Mattel I imagine doesn't want to get involved in the culture wars. Whether that's an asset or liability is yours to determine.Overall it's enjoyable but like Christopher Nolan who also has a film competing with it, Barbie tries to be too complicated and vague in order to seem clever. That being said, it hits A LOT on the head. I recommend.1 out of 3 found this helpful. Was this review helpful? Sign in to vote.Permalink",7,Barbie
"The most surprising thing about Barbie is that the joke gets old so quickly. Then, after it stops beating the audience over the head with its obviousness, it settles into a self-assured groove. It's the rare case in which the third act is actually better than the first two. The jokes land harder once it sheds the need to be all things at once - a twist neatly mirroring the film's central crisis moment.As it plays out, the first half of Barbie is surprisingly drab. It's a feat of production and winking self reference that threatens to turn into a painful civics lesson and a generic every-genre-all-at-once lecture. It's not nearly as weird or jarring as it needs to be, and ultimately, the Barbie world is as lifeless as the titular character.But then, something interesting happens: Barbie actually starts landing some punches. It's no accident that a turn happens with the introduction of a fairly obvious twist - the introduction of a strange character played by Rhea Perlman. And Perlman is the perfect actress to fill such a role. She's small, unglamorous, and crone-ish, consistently cast as either a venomous tough or as a matronly sieve. In Barbie, she's a literal chorus, and her existence in the film suggests a knowing concession between the Corporate Barbie toy empire and the relationship that so many women have with her, and themselves.These are the topics that have long churned in Noah Baumbach's films combined with topics that have defined Gerwig's features, yet the movie doesn't work like anything the two have accomplished separately. Barbie feels like Ladybird by way of The Life Aquatic, and when it allows itself to go full-blown existential, it manages a sort of cinematic brilliance that it's rival blockbuster (Oppenheimer, of Oppenheimer, looming so large over everyone's attempt at pretension) simply can't manage. The film has deep flaws, but heart is not one of them.It's a magical thing to see Margot Robbie cry, and while her performance really isn't particularly consequential to the plot, it does present emotional heft to a screenplay that is both dullard and brilliant by design. Robbie, like Charlize Theron, is a beautiful blonde archetypal actress who just happens to be profoundly intelligent and intense, even when the film literally mentions exactly how we are not supposed to look at her as ""average"" while begging us to see her as just that. It's a neat trick to pull off a genuinely flattering disrobing of stereotypical beauty. It's a joke Robbie is in on, and a passive exclamation point that co-star Ryan Gosling owns.I like watching actors having fun onscreen. I actually never expected to experience this in Barbie, especially when it shoehorns in less-than interesting roles for Will Farrell and Kate McKinnon and quickly exhausts its post-subtlety messaging. Farrell and McKinnon are supposed to be two anarchical characters. Both fall flat. We've seen it all before, and here they lack any acidity whatsoever. Their roles feel tired after countless Toy Storys and Lego Movies treading on the politics of child/adult expectations of reality. They almost seem like add-ons from the corporate execs they lampoon - especially troubling in that McKinnon is supposed to represent anarchy. But Robbie and America Ferrera eat up the screen, both inhabiting a particular idea that seems to have genuinely spring from Gerwig's best instincts. There are scenes that - in an overwrought and exaggerated cinematic world - seem to actually exist in real life. To get caught by surprise seemed impossible as the first act ground to a halt.Barbie is a little too blunt for its own good, which strangely ends up being a good thing. At just under two hours, the bludgeoning messaging stops being funny and you feel the fatigue that we're supposed to understand is the source of Barbie's angst. In that, the ending isn't a reach so much as a confident nod to where Gerwig has taken the audience. If it's rare to see a actresses having fun in a Hollywood film, it's especially rare to see a female director genuinely flourishing by being just exactly who she is.0 out of 0 found this helpful. Was this review helpful? Sign in to vote.Permalink",7,Barbie
"This is actually very close to a great movie. It deserves your time and money at the theatres. Remember Lego Movie? How no one was expecting anything from it, labelling it as a cash grab? And it actually turned out to be a thoughtful, clever comedy? This movie is just as good.This is a fun, over the top, laugh out loud comedy that manages to communicate a very necessary message. I loved how much fun it had in doing that. It used comedy as a tool to prove its point. It's not easy guys. Making a satire itself is not easy, let alone turning Barbie into a good movie.The over-the-top way this movie made fun of sexism was hilariously genius. It reminded me of ""Don't Look Up"". That was another movie that deliberately made its characters unrealistically unlikeable to prove its point using humour. There are dialogues in this movie where I was like, it's funny but yeah, it needed to be said. The way this movie constantly made jabs at where gender equality stands at the moment, was genius.Everyone in this movie is having so much fun. The actors, all of them gave hilarious performances. Ryan Gosling, especially, was so funny. His character was so integral to the main theme of this movie.This movie is so self aware, that I wouldn't have been surprised if a character just mentioned the opening weekend battle with Oppenheimer.It has a few problems though. While the way the main theme of this movie is concluded was more or less perfect, I thought the way Barbie's character was concluded didn't make much sense and was sort of contradictory. And given that it's a very over the top comedy, some scenes do stretch a bit too much. It can get a bit too preachy at times too.But honestly, I had a great time. I would highly recommend watching this in theatres. In fact, my entire hall was laughing throughout the movie.2 out of 18 found this helpful. Was this review helpful? Sign in to vote.Permalink",8,Barbie
"Scoreboard:Overall Score: 6.7Storyline/Plot: 6.8Acting: 8Directing: 7Ending: 7Cinematography: 6.5Comedy: 6.8Action: 5.9Overall Review:Firstly, in all my years of being a Cinema Connoisseur, it is rare to see a movie sell out as quickly and widespread as Barbie. So well done to the Barbie marketing team!I walked in the cinema with no expectations, but I have to say I was overall pleasantly surprised with Barbie. I thought it might be the usual run of the mill silly kids movie, with a completely unserious/unrealistic storyline.However, the Barbie storyline touched on a lot of serious real world issues and situations that many people can relate to. With that said, it did feel like a senseless musical at times, with unesscessary sing/dance scenes.The essence of the film touches on the juxtaposition of what life would be like if women ruled the world (Barbie Land). And the real world we live in, which is male dominated. This was portrayed well, but did get abit too silly sometimes.The level of acting from Margot Robbie and Ryan Gosling, were both bang on. Considering they were playing dolls, they kept a great balance between having to act silly, whilst still keeping a level of seriousness, so the sillyness doesn't go overboard.Overall, ""Barbie"" was actually a decent watch with a good level of comedy and realism, whilst keeping the essence of what Barbie represents.Isit worth a watch?... Whether you are a woman or man, young or old. Barbie has a little bit for everyone to relate to. So for that reason it is worth a watch, but don't go in with high hopes unless you are a die hard Barbie fan!2 out of 5 found this helpful. Was this review helpful? Sign in to vote.Permalink",6,Barbie
"Saw this kind of late on 07/21 after Oppenheimer. As expected the movie looks great, Barbieland is a crazy set, shot well and all actors are committed.Was a bit disappointed with Gosling but could just be the writing/direction for him. Margot Robbie and America Ferrara shine the most, and to a lesser extent Gosling, Kate McKinnon and Will Ferrell (those last two are smaller side characters).Some issues with pacing or maybe the movie should've shorter, and the music wasn't all that memorable surprisingly. I would've like more songs or better yet for this whole movie to be a musical!My biggest gripe is the writing. It is painfully heavy handed, preachy and full of cringe. This is because the evil patriarchy and righteous feminism is ramped up to 100.I honestly kept checking my watch, was looking at uber's home with like 30-40min left, and struggling so hard not to walk out (i never do, always stay to the end no matter what!) or fall asleep. Maybe it was partly because I had just gotten out of the 3hr Oppenheimer (which I had a strong coffee during) but this was one of the toughest movies I had to sit through in a theater in a very long time.I think most, but still probably not all, women will enjoy it, but for the fellas? Unless you're a self described male feminist or far-left politically, or maybe just a simp, your mileage is really going to vary and this may not be for you.I like Greta Gerwig and the cast but this was a big miss and let down for me. Messaging aside, I struggle to give this higher than a 5, maybe a 6 at the absolute best, wouldn't give it lower than a 3. So I'm going with 4.62 out of 96 found this helpful. Was this review helpful? Sign in to vote.Permalink",4,Barbie
"This movie is NOT what I expected at all. I thought it would be your average formulaic movie, but no. This movie is deep. It explores topics such as feminism & the patriarchy, femininity, existentialism, and a lot more. It uses incredible comedy to make its points, and hence, doesn't come across preachy at all.Greta Gerwig is absolutely incredible, this is 100% her best work so far. Margot Robbie and Ryan Gosling did a splendid job, as did the rest of the supporting characters.Also, the nostalgia you'll feel when you watch this movie is insane. It's so crazy how similar every girl's Barbie play-stories are. I love that I'm just like other girls!!1 out of 5 found this helpful. Was this review helpful? Sign in to vote.Permalink",9,Barbie
"This movie is AWESOME! Unexpected in so many good ways. Addresses so many social issues and complicated conversations in a fun, fair, and thoughtful way. What a joyful blend of comedy, music, color and memories from childhood. Every frame is filled with so much visual candy, and if you ever owned a Barbie or Ken or skipper or Alan you will not be disappointed by the costumes or sets. The actors, editing, directing, writing and set design are a solid 10. I don't think the previews do this movie justice, it was so much more than I expected. Mattel managed to pull this kaleidoscope of a movie off; kudos to the believers of this script. It is so worth seeing once, twice, three times and then some!17 out of 45 found this helpful. Was this review helpful? Sign in to vote.Permalink",1,Barbie
"Barbie is a curious film, and I believe that the high expectations of the general public led to its performance being considered average. The film tries to criticize several things at the same time , criticizing how society puts pressure on women and reflections on self-knowledge, besides that, I assume that at some point someone wanted to criticize large corporations, but all of this gets lost in development and becomes confusing and often it's not clear what the movie really wants to be about, maybe focusing on just one thing or working them all properly would be better. Anyway, the film is fun and manages to get some very loud laughs, and unfortunately this script problem persists in situations that just happen without any development or reason, I hope that in a future sequel this is better worked on.3 out of 9 found this helpful. Was this review helpful? Sign in to vote.Permalink",6,Barbie
"This movie was incredible, it so perfectly portrays the patriarchy and feministic ideas. It really stood out to me how the worst the Kens had to go through in Barbieland was being ignored and being not very important, while the second Barbie went to the real world she was harassed and objectified. It ended up STILL being up to Barbie to ""apologize"" to Ken at the end of the movie though she did nothing wrong! This movie was hilarious and saddening and perfect, and it did a fantastic job of showing patriarchal things and balancing the serious and sad, with the funny and tender moments. I love Great Gerwig and would for sure see this again.3 out of 10 found this helpful. Was this review helpful? Sign in to vote.Permalink",9,Barbie
"Greta Gerwig's ""Barbie"" is a stunning piece of cinema when it comes to costume and set design which blew me away with. Also had good songs and catchy musical numbers but was not as good as expected. With a film being called ""Barbie"" Margot Robbie was great as usual, but Ryan Gosling's Ken was the one who absolutely stole the show with it being his funniest role to date. Now the first 10-15 minutes were rough to get through for myself with the introduction to Barbie world, which is understandable considering what it is. But then even leading into the ""Real-World"" part of the film some of it still had the cheesy bits that I didn't like. From that point on though I did end up enjoying most of the film and the performances from everyone on screen. Overall, the good moments outweigh the bad ones and it ending up being a good fun/comedy film.0 out of 2 found this helpful. Was this review helpful? Sign in to vote.Permalink",7,Barbie
This movie has such a powerful message for women everywhere! The set is amazing and the movie is so funny. The writing is so clever and funny! It made me feel so powerful and validated! I really enjoyed it! Margot Robbie is the perfect Barbie! And Ryan Gosling is the perfect Ken! I feel like the chemistry between them and all of the other Barbies and Kens were great! I loved how there were different type of Barbies in the movie! Being a woman is amazing and powerful and I hate how the world doesn't respect us or take us seriously. There was some slow parts and jokes that didn't land for me but overall it was a great film!1 out of 10 found this helpful. Was this review helpful? Sign in to vote.Permalink,8,Barbie
"When you have a cast as big as this film the space for error is low, and although the movie is lots of fun there are still some nitpicks. Lots of the jokes don't land but the ones that do really make you laugh. Margot Robbie gives a great performance and is going to be remembered as barbie for ever. Will Ferrell is very under utilised for such an iconic actor. There's some emotional stuff at the end and that didn't really resonate with me that much, but it might be different for other people. But the best part of this film is Ryan Gosling as Ken let alone all the Kens are great, the musical number and fight they have at the end is the absolute best part of the movie.2 out of 11 found this helpful. Was this review helpful? Sign in to vote.Permalink",7,Barbie
"I watched this over the weekend and I can say downright that all the media attention and acclaim this movie has received is all truthful. This is a dark-gritty, wholesome and unconventionally humorous film that creates a dark and twisted yet fantastical and feminine adjunction towards the brand and the key themes it lays upon, themes of feminism, social roles, corporate greed, aging, legacies and divine intervention. It reads like a piece from epic poetry, as if the gods themselves had come down and made it. This is definitely the movie of 2023, and the wide range of actors just make it more convincing, I had my boyfriend drooling over ryan reynolds for the duration of the movie and I loved Margot Robbie's take on barbie. Loved this movie.17 out of 79 found this helpful. Was this review helpful? Sign in to vote.Permalink",1,Barbie
"I finally plucked up the courage and wore my usual all black clothes as I braved the hordes of pink wearing women to watch Barbie the latest release from director Great Gerwig. The film opens with a voice over from Helen Mirren telling us how Barbie changed the doll business, no longer did young girls just have dolls that were encouraging them to stay in the kitchen now they had barbie who could have any career with the change of an outfit. Straight away this should tell you about the gender politics of this film but more on that later. We then cut to Barbieland where everything is plastic and fantastic that is until one day Barbie out loud says do you ever think about death? (Is there not a therapist barbie?). From there starts an adventure where Barbie and Ken travel to the real world, barbie in search of her owner to find the source of her new found depressive thoughts and Ken well in search of Barbies heart.This film is a hard one to unpick as it's just chaos, there's so much going on all the time, so much so that the slower moments act as nice breathers for the audience. There's dance sequences, action sequences, jokes, gender politics and somewhere in here there's the typical Barbie plot that you might presume this film would have but it's covered with loads of other stuff. The thing I'm most torn on with this film is that I want to praise Gerwig for creating a Barbie film that no one would have predicted while at the same time I can't help wondering if I personally would have enjoyed it more had it been more generic. I'm always talking about how films should be more creative and yet this is the question this film has me asking myself. It's just different and it definitely isn't a kids film, a young girl sat a couple of rows behind me had to keep asking her mum what was going on and I don't blame her as if I was 6,7,8 years old I wouldn't have had a clue. This film seems to be aimed at women Greta's age which is a surprise to me as I thought she was in her late twenties for some reason but you can Google her actual age if you wish to know. Now I know her actual age some of the more older niche references to bands and films etc make more sense and I think it's women that are a similar age to her that she's trying to appeal to here.That brings me onto the films central theming which is its gender politics. It's a film that's about women and for women and in that it does a great job, I think for its target audience it could be an impactful and empowering piece of art. That being said however if you're a pre teen girl or a man you might not get the full emotional impact of this film and I feel that's a bit of a missed opportunity. If this film had eased up on the gender politics at times I think it could have appealed to a wider audience and in doing so may have been able to spread the films message further but I think it's largely ended up falling on death ears to those who aren't in its target audience. It's a shame because the film has an important message to share about equality but it's one that men need to get onboard with as much as women to bring about any real change.By the way, for a film that's supposed to be telling women to be who they are and challenge the patriarchy why has a trend been created for women to wear pink to this film considering it's one of the most commonly associated colours with women?Overall I'm not the target audience for this film but I had a good time nonetheless, it's not one I'll be hurrying back too with haste though.0 out of 1 found this helpful. Was this review helpful? Sign in to vote.Permalink",6,Barbie
"This is not a great movie - when you get down to it, it's not even a good movie. It's a popcorn movie at best. The best thing it has going for it? Margot Robbie as Barbie: she does channel the role well and when her world turns upside down, you genuinely feel sorry for her. At the other end of the scale - Ryan Gosling as Ken. Gosling is good at stretching into roles, but no matter what - Ken was an androgenous doll and Gosling can't stretch the role anything more than that. He looks like a character out of ZOOLANDER and whenever he is on the screen, i was cringing in my seat. There are definitely funny moments: my favorite? When Ken runs into the ocean to surf. Definitely a woman's movie from the first preach to the final cast roll - it got old fast and the screenplay didn't seem to have much substance after the ""I am woman"" speeches. I thought it was me, but there was a lot of kids in the theatre and they all appeared to be bored as well. Sorry Greta => This is not your ticket to the Oscars.3 out of 3 found this helpful. Was this review helpful? Sign in to vote.Permalink",3,Barbie
"A Barbie movie helmed by Greta Gerwig starring Margot Robbie and Ryan Gosling... what could possibly go wrong? Practically nothing it seems, as this movie is a complete knock out in every possible way.It is hilarious from start to finish with a sharply funny, meta, intelligent script that is matched by the masterfully executed physical comedy.The story is emotional and powerful and meaningful which I did not expect, but this proved to be such a vital and welcome part of the film.The entire cast is brilliant with outrageously camp performances from them all, but the highlights are the two leads. I can't think of two better people suited for the roles than Margot Robbie and Ryan Gosling. They both give perfectly flawless performances, filled with heart and humour and charisma. Will Ferrell is a scene-stealer with some hilarious comedy as you'd expect, and America Ferrera delivers a great performance with a lot of heart.The visuals are so fun from the sets through to the costumes. It is such a vibrant and colourful film that bursts with creativity, and to top it all off it has a superb soundtrack as well.If you were once a Barbie movie sceptic like me, then think again as it does not disappoint!0 out of 6 found this helpful. Was this review helpful? Sign in to vote.Permalink",9,Barbie
"It's hard to say this movie isn't great even if you don't agree with the third act feminism part. I mean, Margot Robbie nailed it! And Ryan Gosling... come on, i was expecting so much from him, and he was even better than i tought, so freaking funny and always on point! The set production and Costume design are, of course, oscar nominees already.Overall i liked the message, the social critic, the perfomances, the production, the jokes were very funny, the references... what's there not to like? Such an enjoyable movie. Perhaps the part played by America Ferrera required a most skilled actress to carry the emotive part of the movie and the monologue in a more convincing way, but that doesn't ruin the movie at all. I think it's a must watch for cinema lovers and for people who just wanna have a good time as well.3 out of 22 found this helpful. Was this review helpful? Sign in to vote.Permalink",7,Barbie
"Barbie is a fantastic movie, it's so layered, bold and smart. Brilliant writing, directing, acting, costumes and set design wow. Margot Robbie and Ryan Gosling are amazing in it. Also America Ferrera, what a performance (her monologue in one scene has us gagged in the cinema).Greta Gerwig created a clever, charming and fun movie that will have you laugh, smile and clap. It will also have you thinking about our individual role and place in the world. A breath of fresh air in the world of cinema and one that is needed for these challenging times we're in.Margot Robbie as Barbie was like she was born to play the role. But still, imo Ken(played by literally me) stole the show.A solid 8.12 out of 65 found this helpful. Was this review helpful? Sign in to vote.Permalink",8,Barbie
At the interval I was surprised of how much I was enjoying Barbie with its amazing humour which was super ironic and subtle commentary on male patriarchy and consumerism. The overall theme of the movie was also quite good reflecting many aspects of human life and how it becomes more critical with age. But it was so disappointing in the third act which takes away the brilliant build up. Ryan Gosling showed his ranged and made me laugh so many times. Margot Robbie shined brilliantly just like she does during the whole film. But I expected more from Barbie and Greta Gerwig didn't satisfy me. She should have tried for a different sort of ending.0 out of 2 found this helpful. Was this review helpful? Sign in to vote.Permalink,6,Barbie
"Barbie changed me for the better. It made me appreciate being a woman all over again, it made me appreciate my mother more and it made me more grateful to have 3 little girls. It'll make Barbie playtime more special and fun. It'll be a staple in my home and something that grows with me and my girls. It was funny, emotional, energetic and wholesome. Every time Barbie cried, I cried. Every time she laughed , I laughed. Growing up Barbie was my go to toy , it brought me comfort and fun. And as I had my girls it brings me joy to stand in the Barbie aisle as they pick out their favorite Barbie. Thank you so much for this movie. 💕17 out of 46 found this helpful. Was this review helpful? Sign in to vote.Permalink",1,Barbie
Now please take into consideration that I am a man. And a white man at that.Barbie was much better than I thought it was going to be. I'm just going to get into what I didn't like. Barbie starts off as a fun light hearted comedy movie. The first 30 mins are great! From then on the movie begins to have an identity crisis. It goes from deep feminist themes to a car commercial to a slide show to a 4th wall break depression Barbie ad and then a musical. One of my biggest problems was that I felt like the movie was talking to the audience too much. Things were being said or done visually in the movie not for the sake of the story but for the audience. Which maybe some people like but to me it kinda took me out of the experience.Barbie wanted to be taken seriously but because of its inability to be consistent and justify the actions of certain characters and events it left the audience behind.Like what is the purpose of Mr. Buisness(Will Ferrall)? Is he good? Is he evil? Does he care? Does he just want money? Why does he ask like a Barbie but he's from the real world?At the end of the day I agree with a lot of what was being said and the themes that were built. I just don't think the movie is for me... at all. But I didn't hate it and Ryan Gosling gets a 💯.0 out of 2 found this helpful. Was this review helpful? Sign in to vote.Permalink,6,Barbie
"I found Barbie to be funny, self-deprecating, intelligent and masterfully pretty. The choice of making Barbieworld feel plastic adds an incredible layer of humor to it all.Gosling, Margot Robbie and cast are a charming ensemble of top tier performers giving their all and it shows. Robbie's self-serious approach to Barbie makes Gosling's self-seriousness as Ken even funnier.When I left Barbie, all I could think is ""This movie is SO PG-13"" in the best way possible. It's sexless, while also acknowledging sex and physical attraction. It's crude without raunchy language. It's self-deprecating humor is second to none. It's absurdist humor is uniquely millennial/Gen Z. I found this film hilarious and fun.I recommend everyone watches this and also doesn't take it too seriously.2 out of 10 found this helpful. Was this review helpful? Sign in to vote.Permalink",9,Barbie
